Sekce,Typ otázky,Otázka,Správná odpověď,Vysvětlení
B,Následující zastávka,"Linka 8 – jaká zastávka NÁSLEDUJE po „Běloruská"" (směr Nemocnice Bohunice (terminál tramvaj))?",Švermova,Po zastávce Běloruská na lince 8 (směr Nemocnice Bohunice (terminál tramvaj)) následuje Švermova.
B,Následující zastávka,"Linka 8 – jaká zastávka NÁSLEDUJE po „Švermova"" (směr Nemocnice Bohunice (terminál tramvaj))?",Osová,Po zastávce Švermova na lince 8 (směr Nemocnice Bohunice (terminál tramvaj)) následuje Osová.
B,Následující zastávka,"Linka 8 – jaká zastávka NÁSLEDUJE po „Osová"" (směr Nemocnice Bohunice (terminál tramvaj))?",Západní brána (tunel),Po zastávce Osová na lince 8 (směr Nemocnice Bohunice (terminál tramvaj)) následuje Západní brána (tunel).
B,Následující zastávka,"Linka 8 – jaká zastávka NÁSLEDUJE po „Západní brána (tunel)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Nemocnice Bohunice (terminál tramvaj),Po zastávce Západní brána (tunel) na lince 8 (směr Nemocnice Bohunice (terminál tramvaj)) následuje Nemocnice Bohunice (terminál tramvaj).
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Jírova (tunel)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Líšeň Mifkova,Před zastávkou Jírova (tunel) na lince 8 je Líšeň Mifkova.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Kotlanova"" (směr Nemocnice Bohunice (terminál tramvaj))?",Jírova (tunel),Před zastávkou Kotlanova na lince 8 je Jírova (tunel).
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Masarova"" (směr Nemocnice Bohunice (terminál tramvaj))?",Kotlanova,Před zastávkou Masarova na lince 8 je Kotlanova.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Novolíšeňská"" (směr Nemocnice Bohunice (terminál tramvaj))?",Masarova,Před zastávkou Novolíšeňská na lince 8 je Masarova.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Líšeňská"" (směr Nemocnice Bohunice (terminál tramvaj))?",Novolíšeňská,Před zastávkou Líšeňská na lince 8 je Novolíšeňská.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Bílá hora"" (směr Nemocnice Bohunice (terminál tramvaj))?",Líšeňská,Před zastávkou Bílá hora na lince 8 je Líšeňská.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Bělohorská"" (směr Nemocnice Bohunice (terminál tramvaj))?",Bílá hora,Před zastávkou Bělohorská na lince 8 je Bílá hora.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Krásného"" (směr Nemocnice Bohunice (terminál tramvaj))?",Bělohorská,Před zastávkou Krásného na lince 8 je Bělohorská.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Židovský hřbitov"" (směr Nemocnice Bohunice (terminál tramvaj))?",Krásného,Před zastávkou Židovský hřbitov na lince 8 je Krásného.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Geislerova"" (směr Nemocnice Bohunice (terminál tramvaj))?",Židovský hřbitov,Před zastávkou Geislerova na lince 8 je Židovský hřbitov.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Životského"" (směr Nemocnice Bohunice (terminál tramvaj))?",Geislerova,Před zastávkou Životského na lince 8 je Geislerova.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Masná (Křenová)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Životského,Před zastávkou Masná (Křenová) na lince 8 je Životského.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Vlhká"" (směr Nemocnice Bohunice (terminál tramvaj))?",Masná (Křenová),Před zastávkou Vlhká na lince 8 je Masná (Křenová).
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Hlavní nádraží (kolej 3)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Vlhká,Před zastávkou Hlavní nádraží (kolej 3) na lince 8 je Vlhká.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Nové sady (kolej 3)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Hlavní nádraží (kolej 3),Před zastávkou Nové sady (kolej 3) na lince 8 je Hlavní nádraží (kolej 3).
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Soukenická"" (směr Nemocnice Bohunice (terminál tramvaj))?",Nové sady (kolej 3),Před zastávkou Soukenická na lince 8 je Nové sady (kolej 3).
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Křídlovická"" (směr Nemocnice Bohunice (terminál tramvaj))?",Soukenická,Před zastávkou Křídlovická na lince 8 je Soukenická.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Vojtova"" (směr Nemocnice Bohunice (terminál tramvaj))?",Křídlovická,Před zastávkou Vojtova na lince 8 je Křídlovická.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Vsetínská"" (směr Nemocnice Bohunice (terminál tramvaj))?",Vojtova,Před zastávkou Vsetínská na lince 8 je Vojtova.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Krematorium"" (směr Nemocnice Bohunice (terminál tramvaj))?",Vsetínská,Před zastávkou Krematorium na lince 8 je Vsetínská.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Běloruská"" (směr Nemocnice Bohunice (terminál tramvaj))?",Krematorium,Před zastávkou Běloruská na lince 8 je Krematorium.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Švermova"" (směr Nemocnice Bohunice (terminál tramvaj))?",Běloruská,Před zastávkou Švermova na lince 8 je Běloruská.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Osová"" (směr Nemocnice Bohunice (terminál tramvaj))?",Švermova,Před zastávkou Osová na lince 8 je Švermova.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Západní brána (tunel)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Osová,Před zastávkou Západní brána (tunel) na lince 8 je Osová.
B,Předchozí zastávka,"Linka 8 – jaká zastávka PŘEDCHÁZÍ zastávce „Nemocnice Bohunice (terminál tramvaj)"" (směr Nemocnice Bohunice (terminál tramvaj))?",Západní brána (tunel),Před zastávkou Nemocnice Bohunice (terminál tramvaj) na lince 8 je Západní brána (tunel).
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Líšeň Mifkova"" → ??? → „Kotlanova""",Jírova (tunel),Chybějící zastávka mezi Líšeň Mifkova a Kotlanova na lince 8 je Jírova (tunel).
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Jírova (tunel)"" → ??? → „Masarova""",Kotlanova,Chybějící zastávka mezi Jírova (tunel) a Masarova na lince 8 je Kotlanova.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Kotlanova"" → ??? → „Novolíšeňská""",Masarova,Chybějící zastávka mezi Kotlanova a Novolíšeňská na lince 8 je Masarova.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Masarova"" → ??? → „Líšeňská""",Novolíšeňská,Chybějící zastávka mezi Masarova a Líšeňská na lince 8 je Novolíšeňská.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Novolíšeňská"" → ??? → „Bílá hora""",Líšeňská,Chybějící zastávka mezi Novolíšeňská a Bílá hora na lince 8 je Líšeňská.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Líšeňská"" → ??? → „Bělohorská""",Bílá hora,Chybějící zastávka mezi Líšeňská a Bělohorská na lince 8 je Bílá hora.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Bílá hora"" → ??? → „Krásného""",Bělohorská,Chybějící zastávka mezi Bílá hora a Krásného na lince 8 je Bělohorská.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Bělohorská"" → ??? → „Židovský hřbitov""",Krásného,Chybějící zastávka mezi Bělohorská a Židovský hřbitov na lince 8 je Krásného.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Krásného"" → ??? → „Geislerova""",Židovský hřbitov,Chybějící zastávka mezi Krásného a Geislerova na lince 8 je Židovský hřbitov.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Židovský hřbitov"" → ??? → „Životského""",Geislerova,Chybějící zastávka mezi Židovský hřbitov a Životského na lince 8 je Geislerova.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Geislerova"" → ??? → „Masná (Křenová)""",Životského,Chybějící zastávka mezi Geislerova a Masná (Křenová) na lince 8 je Životského.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Životského"" → ??? → „Vlhká""",Masná (Křenová),Chybějící zastávka mezi Životského a Vlhká na lince 8 je Masná (Křenová).
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Masná (Křenová)"" → ??? → „Hlavní nádraží (kolej 3)""",Vlhká,Chybějící zastávka mezi Masná (Křenová) a Hlavní nádraží (kolej 3) na lince 8 je Vlhká.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Vlhká"" → ??? → „Nové sady (kolej 3)""",Hlavní nádraží (kolej 3),Chybějící zastávka mezi Vlhká a Nové sady (kolej 3) na lince 8 je Hlavní nádraží (kolej 3).
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Hlavní nádraží (kolej 3)"" → ??? → „Soukenická""",Nové sady (kolej 3),Chybějící zastávka mezi Hlavní nádraží (kolej 3) a Soukenická na lince 8 je Nové sady (kolej 3).
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Nové sady (kolej 3)"" → ??? → „Křídlovická""",Soukenická,Chybějící zastávka mezi Nové sady (kolej 3) a Křídlovická na lince 8 je Soukenická.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Soukenická"" → ??? → „Vojtova""",Křídlovická,Chybějící zastávka mezi Soukenická a Vojtova na lince 8 je Křídlovická.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Křídlovická"" → ??? → „Vsetínská""",Vojtova,Chybějící zastávka mezi Křídlovická a Vsetínská na lince 8 je Vojtova.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Vojtova"" → ??? → „Krematorium""",Vsetínská,Chybějící zastávka mezi Vojtova a Krematorium na lince 8 je Vsetínská.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Vsetínská"" → ??? → „Běloruská""",Krematorium,Chybějící zastávka mezi Vsetínská a Běloruská na lince 8 je Krematorium.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Krematorium"" → ??? → „Švermova""",Běloruská,Chybějící zastávka mezi Krematorium a Švermova na lince 8 je Běloruská.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Běloruská"" → ??? → „Osová""",Švermova,Chybějící zastávka mezi Běloruská a Osová na lince 8 je Švermova.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Švermova"" → ??? → „Západní brána (tunel)""",Osová,Chybějící zastávka mezi Švermova a Západní brána (tunel) na lince 8 je Osová.
B,Doplň chybějící zastávku,"Linka 8 – doplň chybějící zastávku: „Osová"" → ??? → „Nemocnice Bohunice (terminál tramvaj)""",Západní brána (tunel),Chybějící zastávka mezi Osová a Nemocnice Bohunice (terminál tramvaj) na lince 8 je Západní brána (tunel).
B,Je zastávka na lince? (ANO),"Je zastávka „Líšeň Mifkova"" na lince 8?",ANO,"Ano, zastávka Líšeň Mifkova se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Jírova (tunel)"" na lince 8?",ANO,"Ano, zastávka Jírova (tunel) se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Kotlanova"" na lince 8?",ANO,"Ano, zastávka Kotlanova se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Masarova"" na lince 8?",ANO,"Ano, zastávka Masarova se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Novolíšeňská"" na lince 8?",ANO,"Ano, zastávka Novolíšeňská se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Líšeňská"" na lince 8?",ANO,"Ano, zastávka Líšeňská se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Bílá hora"" na lince 8?",ANO,"Ano, zastávka Bílá hora se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Bělohorská"" na lince 8?",ANO,"Ano, zastávka Bělohorská se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Krásného"" na lince 8?",ANO,"Ano, zastávka Krásného se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Židovský hřbitov"" na lince 8?",ANO,"Ano, zastávka Židovský hřbitov se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Geislerova"" na lince 8?",ANO,"Ano, zastávka Geislerova se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Životského"" na lince 8?",ANO,"Ano, zastávka Životského se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Masná (Křenová)"" na lince 8?",ANO,"Ano, zastávka Masná (Křenová) se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Vlhká"" na lince 8?",ANO,"Ano, zastávka Vlhká se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Hlavní nádraží (kolej 3)"" na lince 8?",ANO,"Ano, zastávka Hlavní nádraží (kolej 3) se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Nové sady (kolej 3)"" na lince 8?",ANO,"Ano, zastávka Nové sady (kolej 3) se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Soukenická"" na lince 8?",ANO,"Ano, zastávka Soukenická se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Křídlovická"" na lince 8?",ANO,"Ano, zastávka Křídlovická se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Vojtova"" na lince 8?",ANO,"Ano, zastávka Vojtova se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Vsetínská"" na lince 8?",ANO,"Ano, zastávka Vsetínská se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Krematorium"" na lince 8?",ANO,"Ano, zastávka Krematorium se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Běloruská"" na lince 8?",ANO,"Ano, zastávka Běloruská se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Švermova"" na lince 8?",ANO,"Ano, zastávka Švermova se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Osová"" na lince 8?",ANO,"Ano, zastávka Osová se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Západní brána (tunel)"" na lince 8?",ANO,"Ano, zastávka Západní brána (tunel) se nachází na lince 8."
B,Je zastávka na lince? (ANO),"Je zastávka „Nemocnice Bohunice (terminál tramvaj)"" na lince 8?",ANO,"Ano, zastávka Nemocnice Bohunice (terminál tramvaj) se nachází na lince 8."
B,Která zastávka NENÍ na lince,"Linka 8 – je zastávka „Řečkovice"" na této lince?",NE,Zastávka Řečkovice se NENACHÁZÍ na lince 8.
B,Která zastávka NENÍ na lince,"Linka 8 – je zastávka „Filkukova"" na této lince?",NE,Zastávka Filkukova se NENACHÁZÍ na lince 8.
B,Která zastávka NENÍ na lince,"Linka 8 – je zastávka „Kořískova"" na této lince?",NE,Zastávka Kořískova se NENACHÁZÍ na lince 8.
B,Která zastávka NENÍ na lince,"Linka 8 – je zastávka „Hudcova"" na této lince?",NE,Zastávka Hudcova se NENACHÁZÍ na lince 8.
B,Která zastávka NENÍ na lince,"Linka 8 – je zastávka „Vozovna Medlánky"" na této lince?",NE,Zastávka Vozovna Medlánky se NENACHÁZÍ na lince 8.
B,Kolikátá zastávka,"Linka 8 – kolikátá zastávka je „Líšeň Mifkova"" od zastávky „Líšeň Mifkova""?",1. zastávka,Zastávka Líšeň Mifkova je 1. zastávka linky 8 od Líšeň Mifkova.
B,Kolikátá zastávka,"Linka 8 – kolikátá zastávka je „Jírova (tunel)"" od zastávky „Líšeň Mifkova""?",2. zastávka,Zastávka Jírova (tunel) je 2. zastávka linky 8 od Líšeň Mifkova.
B,Kolikátá zastávka,"Linka 8 – kolikátá zastávka je „Kotlanova"" od zastávky „Líšeň Mifkova""?",3. zastávka,Zastávka Kotlanova je 3. zastávka linky 8 od Líšeň Mifkova.
B,Kolikátá zastávka,"Linka 8 – kolikátá zastávka je „Masarova"" od zastávky „Líšeň Mifkova""?",4. zastávka,Zastávka Masarova je 4. zastávka linky 8 od Líšeň Mifkova.
B,Kolikátá zastávka,"Linka 8 – kolikátá zastávka je „Novolíšeňská"" od zastávky „Líšeň Mifkova""?",5. zastávka,Zastávka Novolíšeňská je 5. zastávka linky 8 od Líšeň Mifkova.
B,Kolikátá zastávka,"Linka 8 – kolikátá zastávka je „Líšeňská"" od zastávky „Líšeň Mifkova""?",6. zastávka,Zastávka Líšeňská je 6. zastávka linky 8 od Líšeň Mifkova.
